1	5	9	0.00		1609.00
2766	8	0	0.00		
2767	5	0	0.00		
2768	4	0	0.00		
2769	1	0	0.00		
2770	3	0	0.00		
2771	1	0	0.00		
2772	0	0	1.00		
2773	5	0	0.00		
2774	9	0	0.00		
2775	2	0	0.00		
2776	9	0	0.00		
2777	5	0	0.00		
2778	2	0	0.00		
2779	1	0	0.00		
2780	9	0	0.00		
2781	0	0	1.00		
2782	9	0	0.00		
2783	8	0	0.00		
2784	3	0	0.00		
2785	1	0	0.00		
2786	0	0	1.00		
2787	0	0	1.00		
2788	0	0	1.00		
2789	3	0	0.00		
2790	0	0	1.00		
2791	6	0	0.00		
2792	8	0	0.00		
2793	6	0	0.00		
2794	5	0	0.00		
2795	9	0	0.00		
2796	9	0	0.00		
2797	4	0	0.00		
2798	8	0	0.00		
2799	1	0	0.00		
2800	3	0	0.00		
2801	5	0	0.00		
2802	7	0	0.00		
2803	0	0	1.00		
2804	8	0	0.00		
2805	5	0	0.00		
2806	5	0	0.00		
2807	0	0	1.00		
2808	1	0	0.00		
2809	0	0	1.00		
2810	5	0	0.00		
2811	9	0	0.00		
2812	0	0	1.00		
2813	5	0	0.00		
2814	5	0	0.00		
2815	9	0	0.00		
2816	2	0	0.00		
2817	1	0	0.00		
2818	4	0	0.00		
2819	9	0	0.00		
2820	5	0	0.00		
2821	9	0	0.00		
2822	9	0	0.00		
2823	1	0	0.00		
2824	2	0	0.00		
2825	0	0	1.00		
2826	0	0	1.00		
2827	8	0	0.00		
2828	9	0	0.00		
2829	9	0	0.00		
2830	3	0	0.00		
2831	0	0	1.00		
2832	5	0	0.00		
2833	0	0	1.00		
2834	9	0	0.00		
2835	7	0	0.00		
2836	8	0	0.00		
2837	1	0	0.00		
2838	0	0	1.00		
2839	4	0	0.00		
2840	0	0	1.00		
2841	9	0	0.00		
2842	4	0	0.00		
2843	9	0	0.00		
2844	3	0	0.00		
2845	3	0	0.00		
2846	1	0	0.00		
2847	6	0	0.00		
2848	4	0	0.00		
2849	1	0	0.00		
2850	1	0	0.00		
2851	9	0	0.00		
2852	9	0	0.00		
2853	8	0	0.00		
2854	9	0	0.00		
2855	9	0	0.00		
2856	8	0	0.00		
2857	5	0	0.00		
2858	9	0	0.00		
2859	2	0	0.00		
2860	3	0	0.00		
2861	0	0	1.00		
2862	1	0	0.00		
2863	6	0	0.00		
2864	5	0	0.00		
2865	9	0	0.00		
2866	1	0	0.00		
2867	8	0	0.00		
2868	0	0	1.00		
2869	0	0	1.00		
2870	0	0	1.00		
2871	0	0	1.00		
2872	9	0	0.00		
2873	9	0	0.00		
2874	0	0	1.00		
2875	5	0	0.00		
2876	9	0	0.00		
2877	4	0	0.00		
2878	2	0	0.00		
2879	8	0	0.00		
2880	1	0	0.00		
2881	9	0	0.00		
2882	3	0	0.00		
2883	5	0	0.00		
2884	1	0	0.00		
2885	7	0	0.00		
2886	2	0	0.00		
2887	0	0	1.00		
2888	1	0	0.00		
2889	6	0	0.00		
2890	5	0	0.00		
2891	4	0	0.00		
2892	9	0	0.00		
2893	8	0	0.00		
2894	1	0	0.00		
2895	5	0	0.00		
2896	9	0	0.00		
2897	5	0	0.00		
2898	6	0	0.00		
2899	3	0	0.00		
2900	8	0	0.00		
2901	9	0	0.00		
2902	0	0	1.00		
2903	9	0	0.00		
2904	5	0	0.00		
2905	9	0	0.00		
2906	4	0	0.00		
2907	3	0	0.00		
2908	2	0	0.00		
2909	3	0	0.00		
2910	9	0	0.00		
2911	3	0	0.00		
2912	3	0	0.00		
2913	9	0	0.00		
2914	6	0	0.00		
2915	1	0	0.00		
2916	5	0	0.00		
2917	0	0	1.00		
2918	5	0	0.00		
2919	0	0	1.00		
2920	9	0	0.00		
2921	0	0	1.00		
2922	3	0	0.00		
2923	9	0	0.00		
2924	5	0	0.00		
2925	9	0	0.00		
2926	6	0	0.00		
2927	4	0	0.00		
2928	9	0	0.00		
2929	5	0	0.00		
2930	9	0	0.00		
2931	9	0	0.00		
2932	2	0	0.00		
2933	5	0	0.00		
2934	0	0	1.00		
2935	3	0	0.00		
2936	0	0	1.00		
2937	0	0	1.00		
2938	9	0	0.00		
2939	9	0	0.00		
2940	5	0	0.00		
2941	0	0	1.00		
2942	8	0	0.00		
2943	1	0	0.00		
2944	2	0	0.00		
2945	8	0	0.00		
2946	1	0	0.00		
2947	7	0	0.00		
2948	7	0	0.00		
2949	4	0	0.00		
2950	7	0	0.00		
2951	5	0	0.00		
2952	8	0	0.00		
2953	1	0	0.00		
2954	5	0	0.00		
2955	5	0	0.00		
2956	8	0	0.00		
2957	0	0	1.00		
2958	0	0	1.00		
2959	3	0	0.00		
2960	9	0	0.00		
2961	3	0	0.00		
2962	9	0	0.00		
2963	9	0	0.00		
2964	8	0	0.00		
2965	9	0	0.00		
2966	9	0	0.00		
2967	9	0	0.00		
2968	2	0	0.00		
2969	7	0	0.00		
2970	2	0	0.00		
2971	0	0	1.00		
2972	1	0	0.00		
2973	0	0	1.00		
2974	1	0	0.00		
2975	8	0	0.00		
2976	3	0	0.00		
2977	5	0	0.00		
2978	1	0	0.00		
2979	0	0	1.00		
2980	0	0	1.00		
2981	7	0	0.00		
2982	8	0	0.00		
2983	5	0	0.00		
2984	5	0	0.00		
2985	3	0	0.00		
2986	2	0	0.00		
2987	0	0	1.00		
2988	4	0	0.00		
2989	2	0	0.00		
2990	8	0	0.00		
2991	9	0	0.00		
2992	5	0	0.00		
2993	2	0	0.00		
2994	8	0	0.00		
2995	5	0	0.00		
2996	9	0	0.00		
2997	5	0	0.00		
2998	9	0	0.00		
2999	8	0	0.00		
3000	1	0	0.00		
3001	9	0	0.00		
3002	9	0	0.00		
3003	9	0	0.00		
3004	9	0	0.00		
3005	2	0	0.00		
3006	8	0	0.00		
3007	0	0	1.00		
3008	3	0	0.00		
3009	9	0	0.00		
3010	5	0	0.00		
3011	3	0	0.00		
3012	7	0	0.00		
3013	1	0	0.00		
3014	3	0	0.00		
3015	1	0	0.00		
3016	9	0	0.00		
3017	5	0	0.00		
3018	9	0	0.00		
3019	2	0	0.00		
3020	9	0	0.00		
3021	0	0	1.00		
3022	0	0	1.00		
3023	6	0	0.00		
3024	1	0	0.00		
3025	9	0	0.00		
3026	5	0	0.00		
3027	6	0	0.00		
3028	1	0	0.00		
3029	0	0	1.00		
3030	0	0	1.00		
3031	1	0	0.00		
3032	6	0	0.00		
3033	1	0	0.00		
3034	1	0	0.00		
3035	9	0	0.00		
3036	9	0	0.00		
3037	0	0	1.00		
3038	9	0	0.00		
3039	5	0	0.00		
3040	3	0	0.00		
3041	9	0	0.00		
3042	6	0	0.00		
3043	8	0	0.00		
3044	5	0	0.00		
3045	0	0	1.00		
3046	1	0	0.00		
3047	0	0	1.00		
3048	9	0	0.00		
3049	9	0	0.00		
3050	6	0	0.00		
3051	1	0	0.00		
3052	4	0	0.00		
3053	7	0	0.00		
3054	9	0	0.00		
3055	4	0	0.00		
3056	6	0	0.00		
3057	5	0	0.00		
3058	1	0	0.00		
3059	9	0	0.00		
3060	7	0	0.00		
3061	9	0	0.00		
3062	9	0	0.00		
3063	3	0	0.00		
3064	8	0	0.00		
3065	5	0	0.00		
3066	9	0	0.00		
3067	8	0	0.00		
3068	5	0	0.00		
3069	8	0	0.00		
3070	6	0	0.00		
3071	3	0	0.00		
3072	8	0	0.00		
3073	1	0	0.00		
3074	5	0	0.00		
3075	9	0	0.00		
3076	0	0	1.00		
3077	5	0	0.00		
3078	2	0	0.00		
3079	5	0	0.00		
3080	0	0	1.00		
3081	0	0	1.00		
3082	6	0	0.00		
3083	9	0	0.00		
3084	5	0	0.00		
3085	8	0	0.00		
3086	5	0	0.00		
3087	8	0	0.00		
3088	6	0	0.00		
3089	9	0	0.00		
3090	1	0	0.00		
3091	1	0	0.00		
3092	0	0	1.00		
3093	1	0	0.00		
3094	9	0	0.00		
3095	3	0	0.00		
3096	6	0	0.00		
3097	2	0	0.00		
3098	0	0	1.00		
3099	8	0	0.00		
3100	0	0	1.00		
3101	1	0	0.00		
3102	8	0	0.00		
3103	0	0	1.00		
3104	9	0	0.00		
3105	0	0	1.00		
3106	9	0	0.00		
3107	5	0	0.00		
3108	0	0	1.00		
3109	1	0	0.00		
3110	7	0	0.00		
3111	0	0	1.00		
3112	3	0	0.00		
3113	1	0	0.00		
3114	1	0	0.00		
3115	6	0	0.00		
3116	5	0	0.00		
3117	3	0	0.00		
3118	6	0	0.00		
3119	6	0	0.00		
3120	3	0	0.00		
3121	1	0	0.00		
3122	7	0	0.00		
3123	5	0	0.00		
3124	1	0	0.00		
3125	2	0	0.00		
3126	3	0	0.00		
3127	5	0	0.00		
3128	6	0	0.00		
3129	9	0	0.00		
3130	8	0	0.00		
3131	9	0	0.00		
3132	6	0	0.00		
3133	0	0	1.00		
3134	1	0	0.00		
3135	1	0	0.00		
3136	9	0	0.00		
3137	9	0	0.00		
3138	5	0	0.00		
3139	5	0	0.00		
3140	4	0	0.00		
3141	9	0	0.00		
3142	0	0	1.00		
3143	0	0	1.00		
3144	9	0	0.00		
3145	0	0	1.00		
3146	2	0	0.00		
3147	6	0	0.00		
3148	3	0	0.00		
3149	1	0	0.00		
3150	4	0	0.00		
3151	1	0	0.00		
3152	9	0	0.00		
3153	9	0	0.00		
3154	1	0	0.00		
3155	2	0	0.00		
3156	5	0	0.00		
3157	5	0	0.00		
3158	8	0	0.00		
3159	5	0	0.00		
3160	8	0	0.00		
3161	6	0	0.00		
3162	9	0	0.00		
3163	8	0	0.00		
3164	9	0	0.00		
3165	1	0	0.00		
3166	9	0	0.00		
3167	0	0	1.00		
3168	1	0	0.00		
3169	1	0	0.00		
3170	8	0	0.00		
3171	2	0	0.00		
3172	6	0	0.00		
3173	9	0	0.00		
3174	0	0	1.00		
3175	9	0	0.00		
3176	9	0	0.00		
3177	0	0	1.00		
3178	3	0	0.00		
3179	0	0	1.00		
3180	9	0	0.00		
3181	9	0	0.00		
3182	2	0	0.00		
3183	0	0	1.00		
3184	8	0	0.00		
3185	8	0	0.00		
3186	9	0	0.00		
3187	0	0	1.00		
3188	1	0	0.00		
3189	9	0	0.00		
3190	9	0	0.00		
3191	0	0	1.00		
3192	2	0	0.00		
3193	3	0	0.00		
3194	3	0	0.00		
3195	3	0	0.00		
3196	1	0	0.00		
3197	1	0	0.00		
3198	0	0	1.00		
3199	0	0	1.00		
3200	0	0	1.00		
3201	9	0	0.00		
3202	8	0	0.00		
3203	9	0	0.00		
3204	0	0	1.00		
3205	8	0	0.00		
3206	9	0	0.00		
3207	9	0	0.00		
3208	1	0	0.00		
3209	8	0	0.00		
3210	7	0	0.00		
3211	9	0	0.00		
3212	9	0	0.00		
3213	3	0	0.00		
3214	9	0	0.00		
3215	2	0	0.00		
3216	5	0	0.00		
3217	9	0	0.00		
3218	3	0	0.00		
3219	0	0	1.00		
3220	7	0	0.00		
3221	5	0	0.00		
3222	9	0	0.00		
3223	3	0	0.00		
3224	5	0	0.00		
3225	3	0	0.00		
3226	0	0	1.00		
3227	9	0	0.00		
3228	1	0	0.00		
3229	8	0	0.00		
3230	9	0	0.00		
3231	5	0	0.00		
3232	5	0	0.00		
3233	9	0	0.00		
3234	9	0	0.00		
3235	5	0	0.00		
3236	9	0	0.00		
3237	9	0	0.00		
3238	0	0	1.00		
3239	0	0	1.00		
3240	9	0	0.00		
3241	3	0	0.00		
3242	1	0	0.00		
3243	0	0	1.00		
3244	1	0	0.00		
3245	9	0	0.00		
3246	0	0	1.00		
3247	9	0	0.00		
3248	9	0	0.00		
3249	8	0	0.00		
3250	0	0	1.00		
3251	9	0	0.00		
3252	3	0	0.00		
3253	0	0	1.00		
3254	1	0	0.00		
3255	9	0	0.00		
3256	8	0	0.00		
3257	5	0	0.00		
3258	5	0	0.00		
3259	6	0	0.00		
3260	5	0	0.00		
3261	7	0	0.00		
3262	3	0	0.00		
3263	9	0	0.00		
3264	8	0	0.00		
3265	9	0	0.00		
3266	2	0	0.00		
3267	8	0	0.00		
3268	0	0	1.00		
3269	3	0	0.00		
3270	0	0	1.00		
3271	0	0	1.00		
3272	8	0	0.00		
3273	8	0	0.00		
3274	5	0	0.00		
3275	4	0	0.00		
3276	9	0	0.00		
3277	9	0	0.00		
3278	3	0	0.00		
3279	2	0	0.00		
3280	2	0	0.00		
3281	9	0	0.00		
3282	0	0	1.00		
3283	2	0	0.00		
3284	3	0	0.00		
3285	9	0	0.00		
3286	9	0	0.00		
3287	0	0	1.00		
3288	1	0	0.00		
3289	2	0	0.00		
3290	9	0	0.00		
3291	8	0	0.00		
3292	1	0	0.00		
3293	3	0	0.00		
3294	6	0	0.00		
3295	0	0	1.00		
3296	0	0	1.00		
3297	9	0	0.00		
3298	0	0	1.00		
3299	4	0	0.00		
3300	9	0	0.00		
3301	3	0	0.00		
3302	3	0	0.00		
3303	1	0	0.00		
3304	2	0	0.00		
3305	9	0	0.00		
3306	8	0	0.00		
3307	2	0	0.00		
3308	3	0	0.00		
3309	1	0	0.00		
3310	0	0	1.00		
3311	5	0	0.00		
3312	2	0	0.00		
3313	3	0	0.00		
3314	1	0	0.00		
3315	1	0	0.00		
3316	1	0	0.00		
3317	0	0	1.00		
3318	3	0	0.00		
3319	2	0	0.00		
3320	1	0	0.00		
3321	9	0	0.00		
3322	0	0	1.00		
3323	6	0	0.00		
3324	5	0	0.00		
3325	9	0	0.00		
3326	5	0	0.00		
3327	8	0	0.00		
3328	6	0	0.00		
3329	8	0	0.00		
3330	6	0	0.00		
3331	1	0	0.00		
3332	7	0	0.00		
3333	9	0	0.00		
3334	3	0	0.00		
3335	0	0	1.00		
3336	0	0	1.00		
3337	6	0	0.00		
3338	7	0	0.00		
3339	9	0	0.00		
3340	9	0	0.00		
3341	0	0	1.00		
3342	2	0	0.00		
3343	8	0	0.00		
3344	0	0	1.00		
3345	9	0	0.00		
3346	7	0	0.00		
3347	3	0	0.00		
3348	9	0	0.00		
3349	0	0	1.00		
3350	0	0	1.00		
3351	1	0	0.00		
3352	5	0	0.00		
3353	9	0	0.00		
3354	9	0	0.00		
3355	9	0	0.00		
3356	5	0	0.00		
3357	3	0	0.00		
3358	1	0	0.00		
3359	5	0	0.00		
3360	0	0	1.00		
3361	1	0	0.00		
3362	6	0	0.00		
3363	3	0	0.00		
3364	9	0	0.00		
3365	6	0	0.00		
3366	6	0	0.00		
3367	1	0	0.00		
3368	3	0	0.00		
3369	9	0	0.00		
3370	8	0	0.00		
3371	9	0	0.00		
3372	6	0	0.00		
3373	8	0	0.00		
3374	1	0	0.00		
3375	9	0	0.00		
3376	1	0	0.00		
3377	0	0	1.00		
3378	0	0	1.00		
3379	0	0	1.00		
3380	9	0	0.00		
3381	5	0	0.00		
3382	4	0	0.00		
3383	0	0	1.00		
3384	4	0	0.00		
3385	8	0	0.00		
3386	3	0	0.00		
3387	0	0	1.00		
3388	5	0	0.00		
3389	1	0	0.00		
3390	9	0	0.00		
3391	9	0	0.00		
3392	9	0	0.00		
3393	9	0	0.00		
3394	8	0	0.00		
3395	9	0	0.00		
3396	6	0	0.00		
3397	0	0	1.00		
3398	9	0	0.00		
3399	3	0	0.00		
3400	3	0	0.00		
3401	0	0	1.00		
3402	6	0	0.00		
3403	2	0	0.00		
3404	9	0	0.00		
3405	5	0	0.00		
3406	9	0	0.00		
3407	3	0	0.00		
3408	5	0	0.00		
3409	6	0	0.00		
3410	3	0	0.00		
3411	9	0	0.00		
3412	0	0	1.00		
3413	0	0	1.00		
3414	9	0	0.00		
3415	1	0	0.00		
3416	9	0	0.00		
3417	5	0	0.00		
3418	9	0	0.00		
3419	0	0	1.00		
3420	0	0	1.00		
3421	1	0	0.00		
3422	9	0	0.00		
3423	5	0	0.00		
3424	7	0	0.00		
3425	6	0	0.00		
3426	5	0	0.00		
3427	1	0	0.00		
3428	6	0	0.00		
3429	9	0	0.00		
3430	6	0	0.00		
3431	8	0	0.00		
3432	1	0	0.00		
3433	9	0	0.00		
3434	3	0	0.00		
3435	0	0	1.00		
3436	8	0	0.00		
3437	8	0	0.00		
3438	9	0	0.00		
3439	0	0	1.00		
3440	9	0	0.00		
3441	0	0	1.00		
3442	1	0	0.00		
3443	0	0	1.00		
3444	9	0	0.00		
3445	6	0	0.00		
3446	3	0	0.00		
3447	1	0	0.00		
3448	5	0	0.00		
3449	9	0	0.00		
3450	2	0	0.00		
3451	9	0	0.00		
3452	1	0	0.00		
3453	3	0	0.00		
3454	0	0	1.00		
3455	0	0	1.00		
3456	9	0	0.00		
3457	5	0	0.00		
3458	6	0	0.00		
3459	1	0	0.00		
3460	0	0	1.00		
3461	3	0	0.00		
3462	5	0	0.00		
3463	9	0	0.00		
3464	0	0	1.00		
3465	0	0	1.00		
3466	3	0	0.00		
3467	9	0	0.00		
3468	6	0	0.00		
3469	2	0	0.00		
3470	8	0	0.00		
3471	3	0	0.00		
3472	9	0	0.00		
3473	9	0	0.00		
3474	5	0	0.00		
3475	3	0	0.00		
3476	9	0	0.00		
3477	5	0	0.00		
3478	6	0	0.00		
3479	6	0	0.00		
3480	9	0	0.00		
3481	5	0	0.00		
3482	9	0	0.00		
3483	0	0	1.00		
3484	0	0	1.00		
3485	2	0	0.00		
3486	9	0	0.00		
3487	8	0	0.00		
3488	2	0	0.00		
3489	0	0	1.00		
3490	0	0	1.00		
3491	9	0	0.00		
3492	9	0	0.00		
3493	9	0	0.00		
3494	9	0	0.00		
3495	9	0	0.00		
3496	0	0	1.00		
3497	1	0	0.00		
3498	2	0	0.00		
3499	9	0	0.00		
3500	6	0	0.00		
3501	8	0	0.00		
3502	9	0	0.00		
3503	1	0	0.00		
3504	5	0	0.00		
3505	5	0	0.00		
3506	6	0	0.00		
3507	8	0	0.00		
3508	9	0	0.00		
3509	1	0	0.00		
3510	5	0	0.00		
3511	3	0	0.00		
3512	1	0	0.00		
3513	6	0	0.00		
3514	0	0	1.00		
3515	9	0	0.00		
3516	3	0	0.00		
3517	8	0	0.00		
3518	9	0	0.00		
3519	9	0	0.00		
3520	9	0	0.00		
3521	8	0	0.00		
3522	3	0	0.00		
3523	9	0	0.00		
3524	1	0	0.00		
3525	9	0	0.00		
3526	2	0	0.00		
3527	9	0	0.00		
3528	1	0	0.00		
3529	5	0	0.00		
3530	0	0	1.00		
3531	0	0	1.00		
3532	2	0	0.00		
3533	1	0	0.00		
3534	8	0	0.00		
3535	2	0	0.00		
3536	9	0	0.00		
3537	5	0	0.00		
3538	9	0	0.00		
3539	1	0	0.00		
3540	3	0	0.00		
3541	6	0	0.00		
3542	1	0	0.00		
3543	1	0	0.00		
3544	3	0	0.00		
3545	5	0	0.00		
3546	1	0	0.00		
3547	9	0	0.00		
3548	9	0	0.00		
3549	4	0	0.00		
3550	0	0	1.00		
3551	1	0	0.00		
3552	9	0	0.00		
3553	9	0	0.00		
3554	0	0	1.00		
3555	3	0	0.00		
3556	0	0	1.00		
3557	8	0	0.00		
3558	0	0	1.00		
3559	8	0	0.00		
3560	3	0	0.00		
3561	1	0	0.00		
3562	6	0	0.00		
3563	0	0	1.00		
3564	5	0	0.00		
3565	1	0	0.00		
3566	8	0	0.00		
3567	9	0	0.00		
3568	9	0	0.00		
3569	5	0	0.00		
3570	7	0	0.00		
3571	8	0	0.00		
3572	1	0	0.00		
3573	0	0	1.00		
3574	6	0	0.00		
3575	0	0	1.00		
3576	9	0	0.00		
3577	0	0	1.00		
3578	9	0	0.00		
3579	9	0	0.00		
3580	2	0	0.00		
3581	1	0	0.00		
3582	0	0	1.00		
3583	3	0	0.00		
3584	3	0	0.00		
3585	3	0	0.00		
3586	1	0	0.00		
3587	0	0	1.00		
3588	1	0	0.00		
3589	9	0	0.00		
3590	0	0	1.00		
3591	5	0	0.00		
3592	8	0	0.00		
3593	8	0	0.00		
3594	0	0	1.00		
3595	1	0	0.00		
3596	3	2	0.00		
3597	2	2	1.00		
3598	0	2	0.00		
3599	0	2	0.00		
3600	6	2	0.00		
3601	0	2	0.00		
3602	0	2	0.00		
3603	8	2	0.00		
3604	2	2	1.00		
3605	2	2	1.00		
3606	1	2	0.00		
3607	8	2	0.00		
3608	8	2	0.00		
3609	1	2	0.00		
3610	9	2	0.00		
3611	1	2	0.00		
3612	0	2	0.00		
3613	5	2	0.00		
3614	0	2	0.00		
3615	3	2	0.00		
3616	5	2	0.00		
3617	1	2	0.00		
3618	6	2	0.00		
3619	1	2	0.00		
3620	4	2	0.00		
3621	9	2	0.00		
3622	1	2	0.00		
3623	9	2	0.00		
3624	3	2	0.00		
3625	0	2	0.00		
3626	9	2	0.00		
3627	9	2	0.00		
3628	2	2	1.00		
3629	0	2	0.00		
3630	8	2	0.00		
3631	9	2	0.00		
3632	5	2	0.00		
3633	5	2	0.00		
3634	1	2	0.00		
3635	5	2	0.00		
3636	9	2	0.00		
3637	8	2	0.00		
3638	0	2	0.00		
3639	6	2	0.00		
3640	9	2	0.00		
3641	0	2	0.00		
3642	8	2	0.00		
3643	8	2	0.00		
3644	0	2	0.00		
3645	9	2	0.00		
3646	0	2	0.00		
3647	8	2	0.00		
3648	0	2	0.00		
3649	1	2	0.00		
3650	0	2	0.00		
3651	1	2	0.00		
3652	3	2	0.00		
3653	9	2	0.00		
3654	0	2	0.00		
3655	1	2	0.00		
3656	9	2	0.00		
3657	9	2	0.00		
3658	5	2	0.00		
3659	6	2	0.00		
3660	9	2	0.00		
3661	4	2	0.00		
3662	9	2	0.00		
3663	0	2	0.00		
3664	2	2	1.00		
3665	0	2	0.00		
3666	8	2	0.00		
3667	3	2	0.00		
3668	6	2	0.00		
3669	0	2	0.00		
3670	3	2	0.00		
3671	9	2	0.00		
3672	3	2	0.00		
3673	0	2	0.00		
3674	6	2	0.00		
3675	3	2	0.00		
3676	3	2	0.00		
3677	3	2	0.00		
3678	9	2	0.00		
3679	6	2	0.00		
3680	0	2	0.00		
3681	3	2	0.00		
3682	9	2	0.00		
3683	1	2	0.00		
3684	5	2	0.00		
3685	8	2	0.00		
3686	7	2	0.00		
3687	5	2	0.00		
3688	9	2	0.00		
3689	9	2	0.00		
3690	2	2	1.00		
3691	1	2	0.00		
3692	8	2	0.00		
3693	8	2	0.00		
3694	1	2	0.00		
3695	8	2	0.00		
3696	1	2	0.00		
3697	5	2	0.00		
3698	0	2	0.00		
3699	8	2	0.00		
3700	2	2	1.00		
3701	2	2	1.00		
3702	1	2	0.00		
3703	5	2	0.00		
3704	7	2	0.00		
3705	9	2	0.00		
3706	9	2	0.00		
3707	9	2	0.00		
3708	7	2	0.00		
3709	3	2	0.00		
3710	6	2	0.00		
3711	9	2	0.00		
3712	0	2	0.00		
3713	0	2	0.00		
3714	6	2	0.00		
3715	3	2	0.00		
3716	8	2	0.00		
3717	9	2	0.00		
3718	0	2	0.00		
3719	1	2	0.00		
3720	9	2	0.00		
3721	8	2	0.00		
3722	2	2	1.00		
3723	3	2	0.00		
3724	5	2	0.00		
3725	0	2	0.00		
3726	9	2	0.00		
3727	7	2	0.00		
3728	2	2	1.00		
3729	6	2	0.00		
3730	9	2	0.00		
3731	9	2	0.00		
3732	1	2	0.00		
3733	5	2	0.00		
3734	6	2	0.00		
3735	0	2	0.00		
3736	9	2	0.00		
3737	0	2	0.00		
3738	8	2	0.00		
3739	3	2	0.00		
3740	1	2	0.00		
3741	2	2	1.00		
3742	0	2	0.00		
3743	9	2	0.00		
3744	3	2	0.00		
3745	0	2	0.00		
3746	9	2	0.00		
3747	1	2	0.00		
3748	5	2	0.00		
3749	2	2	1.00		
3750	4	2	0.00		
3751	5	2	0.00		
3752	6	2	0.00		
3753	2	2	1.00		
3754	4	2	0.00		
3755	8	2	0.00		
3756	1	2	0.00		
3757	6	2	0.00		
3758	3	2	0.00		
3759	5	2	0.00		
3760	9	2	0.00		
3761	9	2	0.00		
3762	2	2	1.00		
3763	9	2	0.00		
3764	1	2	0.00		
3765	6	2	0.00		
3766	1	2	0.00		
3767	9	2	0.00		
3768	9	2	0.00		
3769	8	2	0.00		
3770	9	2	0.00		
3771	9	2	0.00		
3772	6	2	0.00		
3773	1	2	0.00		
3774	2	2	1.00		
3775	0	2	0.00		
3776	0	2	0.00		
3777	0	2	0.00		
3778	5	2	0.00		
3779	1	2	0.00		
3780	3	2	0.00		
3781	9	2	0.00		
3782	1	2	0.00		
3783	6	2	0.00		
3784	9	2	0.00		
3785	5	2	0.00		
3786	4	2	0.00		
3787	9	2	0.00		
3788	1	2	0.00		
3789	3	2	0.00		
3790	9	2	0.00		
3791	1	2	0.00		
3792	8	2	0.00		
3793	9	2	0.00		
3794	0	2	0.00		
3795	3	2	0.00		
3796	3	2	0.00		
3797	7	2	0.00		
3798	8	2	0.00		
3799	3	2	0.00		
3800	9	2	0.00		
3801	7	2	0.00		
3802	9	2	0.00		
3803	8	2	0.00		
3804	0	2	0.00		
3805	7	2	0.00		
3806	3	2	0.00		
3807	1	2	0.00		
3808	6	2	0.00		
3809	8	2	0.00		
3810	0	2	0.00		
3811	0	2	0.00		
3812	9	2	0.00		
3813	9	2	0.00		
3814	9	2	0.00		
3815	8	2	0.00		
3816	9	2	0.00		
3817	8	2	0.00		
3818	9	2	0.00		
3819	0	2	0.00		
3820	9	2	0.00		
3821	1	2	0.00		
3822	9	2	0.00		
3823	8	2	0.00		
3824	9	2	0.00		
3825	9	2	0.00		
3826	5	2	0.00		
3827	9	2	0.00		
3828	9	2	0.00		
3829	9	2	0.00		
3830	1	2	0.00		
3831	6	2	0.00		
3832	6	2	0.00		
3833	9	2	0.00		
3834	9	2	0.00		
3835	8	2	0.00		
3836	6	2	0.00		
3837	4	2	0.00		
3838	5	2	0.00		
3839	9	2	0.00		
3840	8	2	0.00		
3841	3	2	0.00		
3842	3	2	0.00		
3843	8	2	0.00		
3844	5	2	0.00		
3845	1	2	0.00		
3846	8	2	0.00		
3847	0	2	0.00		
3848	5	2	0.00		
3849	8	2	0.00		
3850	2	2	1.00		
3851	0	2	0.00		
3852	3	2	0.00		
3853	0	2	0.00		
3854	1	2	0.00		
3855	6	2	0.00		
3856	0	2	0.00		
3857	9	2	0.00		
3858	9	2	0.00		
3859	9	2	0.00		
3860	0	2	0.00		
3861	0	2	0.00		
3862	8	2	0.00		
3863	9	2	0.00		
3864	5	2	0.00		
3865	5	2	0.00		
3866	9	2	0.00		
3867	3	2	0.00		
3868	8	2	0.00		
3869	5	2	0.00		
3870	8	2	0.00		
3871	0	2	0.00		
3872	9	2	0.00		
3873	9	2	0.00		
3874	2	2	1.00		
3875	1	2	0.00		
3876	9	2	0.00		
3877	9	2	0.00		
3878	7	2	0.00		
3879	0	2	0.00		
3880	1	2	0.00		
3881	9	2	0.00		
3882	9	2	0.00		
3883	5	2	0.00		
3884	9	2	0.00		
3885	9	2	0.00		
3886	8	2	0.00		
3887	8	2	0.00		
3888	5	2	0.00		
3889	8	2	0.00		
3890	3	2	0.00		
3891	9	2	0.00		
3892	9	2	0.00		
3893	2	2	1.00		
3894	3	2	0.00		
3895	8	2	0.00		
3896	5	2	0.00		
3897	1	2	0.00		
3898	8	2	0.00		
3899	1	2	0.00		
3900	2	2	1.00		
3901	6	2	0.00		
3902	1	2	0.00		
3903	6	2	0.00		
3904	2	2	1.00		
3905	1	2	0.00		
3906	0	2	0.00		
3907	2	2	1.00		
3908	0	2	0.00		
3909	0	2	0.00		
3910	1	2	0.00		
3911	1	2	0.00		
3912	3	2	0.00		
3913	9	2	0.00		
3914	0	2	0.00		
3915	0	2	0.00		
3916	8	2	0.00		
3917	5	2	0.00		
3918	5	2	0.00		
3919	9	2	0.00		
3920	2	2	1.00		
3921	0	2	0.00		
3922	6	2	0.00		
3923	2	2	1.00		
3924	9	2	0.00		
3925	0	2	0.00		
3926	9	2	0.00		
3927	3	2	0.00		
3928	1	2	0.00		
3929	5	2	0.00		
3930	1	2	0.00		
