inst#,actual,predicted,error,prediction,id
2225,1:?,7:Neutral,,0.567,32225
2226,1:?,2:Cry,,0.858,32226
2227,1:?,1:Clap,,0.25,32227
2228,1:?,6:Hands,,1,32228
2229,1:?,1:Clap,,0.754,32229
2230,1:?,9:Think,,0.383,32230
2231,1:?,1:Clap,,0.23,32231
2232,1:?,1:Clap,,0.218,32232
2233,1:?,10:Upside,,0.98,32233
2234,1:?,8:Shrug,,0.586,32234
2235,1:?,7:Neutral,,0.348,32235
2236,1:?,9:Think,,0.715,32236
2237,1:?,1:Clap,,0.218,32237
2238,1:?,6:Hands,,1,32238
2239,1:?,6:Hands,,0.827,32239
2240,1:?,8:Shrug,,0.745,32240
2241,1:?,2:Cry,,0.984,32241
2242,1:?,2:Cry,,0.815,32242
2243,1:?,10:Upside,,0.538,32243
2244,1:?,1:Clap,,0.448,32244
2245,1:?,9:Think,,0.71,32245
2246,1:?,1:Clap,,0.218,32246
2247,1:?,10:Upside,,0.336,32247
2248,1:?,1:Clap,,0.23,32248
2249,1:?,6:Hands,,0.325,32249
2250,1:?,9:Think,,0.562,32250
2251,1:?,1:Clap,,0.218,32251
2252,1:?,6:Hands,,0.431,32252
2253,1:?,9:Think,,0.956,32253
2254,1:?,5:FacePalm,,0.524,32254
2255,1:?,7:Neutral,,0.27,32255
2256,1:?,2:Cry,,0.342,32256
2257,1:?,9:Think,,0.409,32257
2258,1:?,10:Upside,,0.551,32258
2259,1:?,1:Clap,,0.338,32259
2260,1:?,10:Upside,,0.709,32260
2261,1:?,10:Upside,,0.283,32261
2262,1:?,3:Disappoint,,0.499,32262
2263,1:?,8:Shrug,,0.498,32263
2264,1:?,9:Think,,0.994,32264
2265,1:?,10:Upside,,0.73,32265
2266,1:?,9:Think,,0.986,32266
2267,1:?,4:Explode,,0.284,32267
2268,1:?,10:Upside,,0.738,32268
2269,1:?,7:Neutral,,0.993,32269
2270,1:?,1:Clap,,0.338,32270
2271,1:?,2:Cry,,0.349,32271
2272,1:?,9:Think,,0.273,32272
2273,1:?,10:Upside,,0.905,32273
2274,1:?,6:Hands,,0.921,32274
2275,1:?,1:Clap,,0.755,32275
2276,1:?,7:Neutral,,0.339,32276
2277,1:?,4:Explode,,0.338,32277
2278,1:?,7:Neutral,,0.993,32278
2279,1:?,6:Hands,,0.646,32279
2280,1:?,3:Disappoint,,0.338,32280
2281,1:?,9:Think,,0.266,32281
2282,1:?,2:Cry,,0.93,32282
2283,1:?,7:Neutral,,0.255,32283
2284,1:?,9:Think,,0.603,32284
2285,1:?,1:Clap,,0.574,32285
2286,1:?,4:Explode,,1,32286
2287,1:?,9:Think,,0.721,32287
2288,1:?,9:Think,,0.986,32288
2289,1:?,1:Clap,,0.337,32289
2290,1:?,6:Hands,,0.377,32290
2291,1:?,7:Neutral,,0.522,32291
2292,1:?,1:Clap,,0.302,32292
2293,1:?,10:Upside,,0.706,32293
2294,1:?,9:Think,,0.319,32294
2295,1:?,1:Clap,,0.506,32295
2296,1:?,9:Think,,0.879,32296
2297,1:?,8:Shrug,,0.273,32297
2298,1:?,6:Hands,,0.377,32298
2299,1:?,5:FacePalm,,0.408,32299
2300,1:?,8:Shrug,,0.405,32300
2301,1:?,10:Upside,,0.721,32301
2302,1:?,10:Upside,,1,32302
2303,1:?,9:Think,,0.818,32303
2304,1:?,6:Hands,,0.994,32304
2305,1:?,3:Disappoint,,0.678,32305
2306,1:?,10:Upside,,0.157,32306
2307,1:?,2:Cry,,1,32307
2308,1:?,7:Neutral,,0.683,32308
2309,1:?,8:Shrug,,0.889,32309
2310,1:?,4:Explode,,1,32310
2311,1:?,8:Shrug,,0.585,32311
2312,1:?,1:Clap,,0.218,32312
2313,1:?,10:Upside,,0.904,32313
2314,1:?,1:Clap,,0.348,32314
2315,1:?,7:Neutral,,0.479,32315
2316,1:?,10:Upside,,0.594,32316
2317,1:?,9:Think,,0.51,32317
2318,1:?,1:Clap,,0.23,32318
2319,1:?,9:Think,,0.881,32319
2320,1:?,8:Shrug,,0.264,32320
2321,1:?,9:Think,,0.28,32321
2322,1:?,6:Hands,,0.96,32322
2323,1:?,7:Neutral,,0.544,32323
2324,1:?,5:FacePalm,,0.986,32324
2325,1:?,1:Clap,,0.642,32325
2326,1:?,9:Think,,0.308,32326
2327,1:?,3:Disappoint,,1,32327
2328,1:?,8:Shrug,,0.578,32328
2329,1:?,10:Upside,,0.733,32329
2330,1:?,1:Clap,,0.482,32330
2331,1:?,8:Shrug,,0.273,32331
2332,1:?,8:Shrug,,0.698,32332
2333,1:?,6:Hands,,0.997,32333
2334,1:?,2:Cry,,0.838,32334
2335,1:?,4:Explode,,0.861,32335
2336,1:?,1:Clap,,0.218,32336
2337,1:?,3:Disappoint,,0.288,32337
2338,1:?,7:Neutral,,0.31,32338
2339,1:?,9:Think,,0.997,32339
2340,1:?,10:Upside,,0.799,32340
2341,1:?,10:Upside,,1,32341
2342,1:?,1:Clap,,0.338,32342
2343,1:?,1:Clap,,0.848,32343
2344,1:?,6:Hands,,1,32344
2345,1:?,8:Shrug,,0.491,32345
2346,1:?,4:Explode,,1,32346
2347,1:?,6:Hands,,0.377,32347
2348,1:?,7:Neutral,,0.756,32348
2349,1:?,4:Explode,,0.907,32349
2350,1:?,2:Cry,,0.994,32350
2351,1:?,7:Neutral,,0.999,32351
2352,1:?,1:Clap,,0.565,32352
2353,1:?,9:Think,,0.981,32353
2354,1:?,1:Clap,,0.338,32354
2355,1:?,10:Upside,,0.891,32355
2356,1:?,6:Hands,,1,32356
2357,1:?,2:Cry,,0.307,32357
2358,1:?,8:Shrug,,0.294,32358
2359,1:?,1:Clap,,0.344,32359
2360,1:?,10:Upside,,0.424,32360
2361,1:?,1:Clap,,0.219,32361
2362,1:?,8:Shrug,,0.72,32362
2363,1:?,2:Cry,,0.372,32363
2364,1:?,9:Think,,0.356,32364
2365,1:?,2:Cry,,0.828,32365
2366,1:?,10:Upside,,0.721,32366
2367,1:?,4:Explode,,0.659,32367
2368,1:?,5:FacePalm,,0.293,32368
2369,1:?,10:Upside,,0.48,32369
2370,1:?,2:Cry,,0.28,32370
2371,1:?,7:Neutral,,0.999,32371
2372,1:?,9:Think,,0.603,32372
2373,1:?,7:Neutral,,0.45,32373
2374,1:?,10:Upside,,0.672,32374
2375,1:?,9:Think,,0.925,32375
2376,1:?,8:Shrug,,0.264,32376
2377,1:?,8:Shrug,,0.882,32377
2378,1:?,4:Explode,,1,32378
2379,1:?,9:Think,,0.644,32379
2380,1:?,6:Hands,,0.999,32380
2381,1:?,7:Neutral,,0.221,32381
2382,1:?,7:Neutral,,0.903,32382
2383,1:?,8:Shrug,,0.79,32383
2384,1:?,1:Clap,,0.311,32384
2385,1:?,4:Explode,,0.358,32385
2386,1:?,8:Shrug,,0.273,32386
2387,1:?,6:Hands,,0.987,32387
2388,1:?,10:Upside,,0.513,32388
2389,1:?,6:Hands,,0.866,32389
2390,1:?,9:Think,,0.663,32390
2391,1:?,4:Explode,,1,32391
2392,1:?,9:Think,,1,32392
2393,1:?,10:Upside,,0.52,32393
2394,1:?,10:Upside,,0.683,32394
2395,1:?,2:Cry,,0.418,32395
2396,1:?,8:Shrug,,0.491,32396
2397,1:?,2:Cry,,0.264,32397
2398,1:?,1:Clap,,0.536,32398
2399,1:?,7:Neutral,,0.91,32399
2400,1:?,9:Think,,0.75,32400
2401,1:?,8:Shrug,,0.418,32401
2402,1:?,10:Upside,,0.487,32402
2403,1:?,10:Upside,,0.538,32403
2404,1:?,7:Neutral,,0.222,32404
2405,1:?,9:Think,,0.91,32405
2406,1:?,1:Clap,,0.479,32406
2407,1:?,1:Clap,,0.218,32407
2408,1:?,4:Explode,,0.388,32408
2409,1:?,9:Think,,0.603,32409
2410,1:?,10:Upside,,0.828,32410
2411,1:?,2:Cry,,0.399,32411
2412,1:?,10:Upside,,0.617,32412
2413,1:?,7:Neutral,,0.999,32413
2414,1:?,9:Think,,0.501,32414
2415,1:?,4:Explode,,0.712,32415
2416,1:?,5:FacePalm,,1,32416
2417,1:?,7:Neutral,,0.645,32417
2418,1:?,1:Clap,,0.218,32418
2419,1:?,6:Hands,,0.999,32419
2420,1:?,8:Shrug,,0.264,32420
2421,1:?,6:Hands,,0.506,32421
2422,1:?,4:Explode,,0.446,32422
2423,1:?,9:Think,,0.466,32423
2424,1:?,1:Clap,,0.338,32424
2425,1:?,2:Cry,,0.443,32425
2426,1:?,10:Upside,,0.738,32426
2427,1:?,2:Cry,,0.78,32427
2428,1:?,10:Upside,,0.534,32428
2429,1:?,1:Clap,,0.494,32429
2430,1:?,9:Think,,0.613,32430
2431,1:?,7:Neutral,,0.999,32431
2432,1:?,2:Cry,,0.304,32432
2433,1:?,1:Clap,,0.311,32433
2434,1:?,7:Neutral,,0.561,32434
2435,1:?,1:Clap,,0.561,32435
2436,1:?,4:Explode,,0.286,32436
2437,1:?,6:Hands,,0.938,32437
2438,1:?,2:Cry,,0.813,32438
2439,1:?,7:Neutral,,0.344,32439
2440,1:?,10:Upside,,0.822,32440
2441,1:?,1:Clap,,0.338,32441
2442,1:?,2:Cry,,0.543,32442
2443,1:?,6:Hands,,1,32443
2444,1:?,6:Hands,,1,32444
2445,1:?,6:Hands,,0.646,32445
2446,1:?,1:Clap,,0.252,32446
2447,1:?,9:Think,,0.444,32447
2448,1:?,1:Clap,,0.338,32448
2449,1:?,8:Shrug,,0.952,32449
2450,1:?,1:Clap,,0.33,32450
2451,1:?,10:Upside,,0.327,32451
2452,1:?,1:Clap,,0.629,32452
2453,1:?,8:Shrug,,0.946,32453
2454,1:?,9:Think,,0.431,32454
2455,1:?,7:Neutral,,0.334,32455
2456,1:?,1:Clap,,0.212,32456
2457,1:?,1:Clap,,0.448,32457
2458,1:?,6:Hands,,0.999,32458
2459,1:?,1:Clap,,0.218,32459
2460,1:?,7:Neutral,,0.545,32460
2461,1:?,1:Clap,,0.218,32461
2462,1:?,10:Upside,,0.725,32462
2463,1:?,2:Cry,,0.517,32463
2464,1:?,8:Shrug,,0.465,32464
2465,1:?,4:Explode,,0.431,32465
2466,1:?,1:Clap,,0.569,32466
2467,1:?,9:Think,,1,32467
2468,1:?,1:Clap,,0.218,32468
2469,1:?,2:Cry,,0.388,32469
2470,1:?,1:Clap,,0.755,32470
2471,1:?,9:Think,,0.236,32471
2472,1:?,7:Neutral,,0.647,32472
2473,1:?,2:Cry,,0.724,32473
2474,1:?,1:Clap,,0.212,32474
2475,1:?,9:Think,,0.646,32475
2476,1:?,6:Hands,,1,32476
2477,1:?,10:Upside,,0.455,32477
2478,1:?,4:Explode,,1,32478
2479,1:?,3:Disappoint,,0.372,32479
2480,1:?,2:Cry,,0.617,32480
2481,1:?,2:Cry,,0.294,32481
2482,1:?,1:Clap,,0.939,32482
2483,1:?,7:Neutral,,0.376,32483
2484,1:?,6:Hands,,0.987,32484
2485,1:?,5:FacePalm,,0.38,32485
2486,1:?,10:Upside,,0.711,32486
2487,1:?,1:Clap,,0.528,32487
2488,1:?,9:Think,,0.906,32488
2489,1:?,1:Clap,,0.294,32489
2490,1:?,8:Shrug,,0.273,32490
2491,1:?,10:Upside,,0.856,32491
2492,1:?,7:Neutral,,0.647,32492
2493,1:?,8:Shrug,,0.891,32493
2494,1:?,7:Neutral,,0.323,32494
2495,1:?,4:Explode,,0.388,32495
2496,1:?,4:Explode,,1,32496
2497,1:?,8:Shrug,,0.355,32497
2498,1:?,9:Think,,0.985,32498
2499,1:?,6:Hands,,0.823,32499
2500,1:?,1:Clap,,0.263,32500
2501,1:?,9:Think,,1,32501
2502,1:?,10:Upside,,0.98,32502
2503,1:?,1:Clap,,0.557,32503
2504,1:?,8:Shrug,,0.519,32504
2505,1:?,9:Think,,0.683,32505
2506,1:?,3:Disappoint,,0.665,32506
2507,1:?,7:Neutral,,0.599,32507
2508,1:?,7:Neutral,,0.963,32508
2509,1:?,9:Think,,0.849,32509
2510,1:?,2:Cry,,0.74,32510
2511,1:?,9:Think,,0.454,32511
2512,1:?,2:Cry,,0.23,32512
2513,1:?,1:Clap,,0.969,32513
2514,1:?,9:Think,,0.412,32514
2515,1:?,9:Think,,1,32515
2516,1:?,9:Think,,0.424,32516
2517,1:?,9:Think,,0.351,32517
2518,1:?,1:Clap,,0.626,32518
2519,1:?,1:Clap,,0.338,32519
2520,1:?,9:Think,,0.717,32520
2521,1:?,2:Cry,,0.533,32521
2522,1:?,7:Neutral,,0.447,32522
2523,1:?,8:Shrug,,0.295,32523
2524,1:?,7:Neutral,,0.355,32524
2525,1:?,7:Neutral,,0.955,32525
2526,1:?,1:Clap,,0.218,32526
2527,1:?,6:Hands,,1,32527
2528,1:?,6:Hands,,0.377,32528
2529,1:?,7:Neutral,,0.359,32529
2530,1:?,6:Hands,,1,32530
2531,1:?,6:Hands,,0.922,32531
2532,1:?,10:Upside,,0.507,32532
2533,1:?,1:Clap,,0.874,32533
2534,1:?,9:Think,,0.904,32534
2535,1:?,7:Neutral,,0.395,32535
2536,1:?,6:Hands,,1,32536
2537,1:?,7:Neutral,,0.938,32537
2538,1:?,7:Neutral,,0.297,32538
2539,1:?,4:Explode,,0.496,32539
2540,1:?,8:Shrug,,0.57,32540
2541,1:?,1:Clap,,0.218,32541
2542,1:?,1:Clap,,0.218,32542
2543,1:?,4:Explode,,1,32543
2544,1:?,9:Think,,0.471,32544
2545,1:?,7:Neutral,,0.222,32545
2546,1:?,5:FacePalm,,0.722,32546
2547,1:?,1:Clap,,0.218,32547
2548,1:?,1:Clap,,0.263,32548
2549,1:?,1:Clap,,0.338,32549
2550,1:?,8:Shrug,,0.273,32550
2551,1:?,7:Neutral,,0.656,32551
2552,1:?,7:Neutral,,0.622,32552
2553,1:?,1:Clap,,0.338,32553
2554,1:?,7:Neutral,,0.469,32554
2555,1:?,7:Neutral,,0.743,32555
2556,1:?,7:Neutral,,0.574,32556
2557,1:?,9:Think,,0.632,32557
2558,1:?,9:Think,,0.434,32558
2559,1:?,6:Hands,,1,32559
2560,1:?,1:Clap,,0.323,32560
2561,1:?,4:Explode,,1,32561
2562,1:?,7:Neutral,,0.367,32562
2563,1:?,9:Think,,0.444,32563
2564,1:?,1:Clap,,0.524,32564
2565,1:?,9:Think,,0.71,32565
2566,1:?,10:Upside,,0.977,32566
2567,1:?,7:Neutral,,1,32567
2568,1:?,9:Think,,0.444,32568
2569,1:?,10:Upside,,0.947,32569
2570,1:?,3:Disappoint,,1,32570
2571,1:?,1:Clap,,0.338,32571
2572,1:?,9:Think,,0.684,32572
2573,1:?,4:Explode,,0.943,32573
2574,1:?,4:Explode,,0.312,32574
2575,1:?,7:Neutral,,0.417,32575
2576,1:?,4:Explode,,0.553,32576
2577,1:?,2:Cry,,0.285,32577
2578,1:?,2:Cry,,0.445,32578
2579,1:?,8:Shrug,,0.772,32579
2580,1:?,5:FacePalm,,0.551,32580
2581,1:?,1:Clap,,0.4,32581
2582,1:?,2:Cry,,0.303,32582
2583,1:?,2:Cry,,0.858,32583
2584,1:?,7:Neutral,,0.48,32584
2585,1:?,5:FacePalm,,0.323,32585
2586,1:?,3:Disappoint,,0.541,32586
2587,1:?,10:Upside,,0.575,32587
2588,1:?,2:Cry,,0.388,32588
2589,1:?,3:Disappoint,,0.399,32589
2590,1:?,2:Cry,,0.257,32590
2591,1:?,10:Upside,,0.558,32591
2592,1:?,4:Explode,,0.38,32592
2593,1:?,6:Hands,,1,32593
2594,1:?,2:Cry,,0.858,32594
2595,1:?,4:Explode,,0.38,32595
2596,1:?,6:Hands,,1,32596
2597,1:?,2:Cry,,0.838,32597
2598,1:?,1:Clap,,0.461,32598
2599,1:?,8:Shrug,,0.667,32599
2600,1:?,1:Clap,,0.218,32600
2601,1:?,8:Shrug,,0.482,32601
2602,1:?,9:Think,,0.364,32602
2603,1:?,7:Neutral,,0.782,32603
2604,1:?,2:Cry,,0.666,32604
2605,1:?,3:Disappoint,,0.413,32605
2606,1:?,3:Disappoint,,0.751,32606
2607,1:?,8:Shrug,,0.751,32607
2608,1:?,9:Think,,0.483,32608
2609,1:?,10:Upside,,0.891,32609
2610,1:?,9:Think,,0.483,32610
2611,1:?,2:Cry,,0.447,32611
2612,1:?,2:Cry,,0.339,32612
2613,1:?,10:Upside,,0.855,32613
2614,1:?,10:Upside,,0.943,32614
2615,1:?,3:Disappoint,,0.203,32615
2616,1:?,9:Think,,0.919,32616
2617,1:?,8:Shrug,,0.562,32617
2618,1:?,4:Explode,,1,32618
2619,1:?,8:Shrug,,0.882,32619
2620,1:?,9:Think,,0.709,32620
2621,1:?,6:Hands,,0.377,32621
2622,1:?,9:Think,,0.391,32622
2623,1:?,10:Upside,,0.92,32623
2624,1:?,7:Neutral,,0.411,32624
2625,1:?,7:Neutral,,0.652,32625
2626,1:?,7:Neutral,,0.674,32626
2627,1:?,9:Think,,0.789,32627
2628,1:?,7:Neutral,,0.859,32628
2629,1:?,8:Shrug,,0.628,32629
2630,1:?,6:Hands,,0.999,32630
2631,1:?,10:Upside,,0.963,32631
2632,1:?,10:Upside,,0.266,32632
2633,1:?,6:Hands,,1,32633
2634,1:?,10:Upside,,0.324,32634
2635,1:?,10:Upside,,0.604,32635
2636,1:?,9:Think,,0.454,32636
2637,1:?,10:Upside,,0.724,32637
2638,1:?,1:Clap,,0.218,32638
2639,1:?,1:Clap,,0.218,32639
2640,1:?,2:Cry,,0.858,32640
2641,1:?,9:Think,,0.986,32641
2642,1:?,10:Upside,,0.614,32642
2643,1:?,1:Clap,,0.623,32643
2644,1:?,8:Shrug,,0.273,32644
2645,1:?,10:Upside,,0.669,32645
2646,1:?,9:Think,,0.218,32646
2647,1:?,9:Think,,0.613,32647
2648,1:?,7:Neutral,,0.439,32648
2649,1:?,5:FacePalm,,0.459,32649
2650,1:?,2:Cry,,0.484,32650
2651,1:?,1:Clap,,0.551,32651
2652,1:?,6:Hands,,0.508,32652
2653,1:?,8:Shrug,,0.747,32653
2654,1:?,7:Neutral,,0.519,32654
2655,1:?,10:Upside,,1,32655
2656,1:?,5:FacePalm,,0.645,32656
2657,1:?,9:Think,,0.19,32657
2658,1:?,10:Upside,,0.383,32658
2659,1:?,6:Hands,,1,32659
2660,1:?,4:Explode,,0.194,32660
2661,1:?,8:Shrug,,0.507,32661
2662,1:?,8:Shrug,,0.491,32662
2663,1:?,10:Upside,,0.348,32663
2664,1:?,2:Cry,,0.291,32664
2665,1:?,9:Think,,0.965,32665
2666,1:?,7:Neutral,,0.32,32666
2667,1:?,8:Shrug,,0.928,32667
2668,1:?,9:Think,,0.694,32668
2669,1:?,5:FacePalm,,0.402,32669
2670,1:?,7:Neutral,,0.254,32670
2671,1:?,1:Clap,,0.218,32671
2672,1:?,8:Shrug,,0.566,32672
2673,1:?,6:Hands,,1,32673
2674,1:?,10:Upside,,0.941,32674
2675,1:?,1:Clap,,0.338,32675
2676,1:?,10:Upside,,0.412,32676
2677,1:?,4:Explode,,1,32677
2678,1:?,1:Clap,,0.839,32678
2679,1:?,4:Explode,,1,32679
2680,1:?,2:Cry,,0.905,32680
2681,1:?,1:Clap,,0.218,32681
2682,1:?,1:Clap,,0.218,32682
2683,1:?,1:Clap,,0.338,32683
2684,1:?,9:Think,,0.818,32684
2685,1:?,2:Cry,,0.724,32685
2686,1:?,4:Explode,,1,32686
2687,1:?,9:Think,,0.326,32687
2688,1:?,1:Clap,,0.467,32688
2689,1:?,1:Clap,,0.338,32689
2690,1:?,4:Explode,,0.607,32690
2691,1:?,10:Upside,,0.5,32691
2692,1:?,8:Shrug,,0.465,32692
2693,1:?,7:Neutral,,0.593,32693
2694,1:?,10:Upside,,0.572,32694
2695,1:?,1:Clap,,0.474,32695
2696,1:?,9:Think,,0.451,32696
2697,1:?,1:Clap,,0.389,32697
2698,1:?,2:Cry,,0.219,32698
2699,1:?,3:Disappoint,,0.702,32699
2700,1:?,10:Upside,,0.654,32700
2701,1:?,2:Cry,,0.257,32701
2702,1:?,1:Clap,,0.218,32702
2703,1:?,9:Think,,0.403,32703
2704,1:?,8:Shrug,,0.273,32704
2705,1:?,7:Neutral,,0.545,32705
2706,1:?,10:Upside,,0.872,32706
2707,1:?,7:Neutral,,0.221,32707
2708,1:?,1:Clap,,0.348,32708
2709,1:?,7:Neutral,,0.576,32709
2710,1:?,4:Explode,,0.546,32710
2711,1:?,9:Think,,0.961,32711
2712,1:?,8:Shrug,,0.419,32712
2713,1:?,1:Clap,,0.218,32713
2714,1:?,9:Think,,0.738,32714
2715,1:?,10:Upside,,0.849,32715
2716,1:?,8:Shrug,,0.611,32716
2717,1:?,1:Clap,,0.218,32717
2718,1:?,9:Think,,0.539,32718
2719,1:?,1:Clap,,0.388,32719
2720,1:?,10:Upside,,0.481,32720
2721,1:?,10:Upside,,0.266,32721
2722,1:?,8:Shrug,,0.611,32722
2723,1:?,10:Upside,,0.269,32723
2724,1:?,1:Clap,,0.946,32724
2725,1:?,10:Upside,,0.467,32725
2726,1:?,9:Think,,1,32726
2727,1:?,1:Clap,,0.848,32727
2728,1:?,4:Explode,,0.957,32728
2729,1:?,1:Clap,,0.755,32729
2730,1:?,9:Think,,0.705,32730
2731,1:?,10:Upside,,0.481,32731
2732,1:?,9:Think,,0.668,32732
2733,1:?,10:Upside,,0.468,32733
2734,1:?,7:Neutral,,0.33,32734
2735,1:?,8:Shrug,,0.35,32735
2736,1:?,9:Think,,0.456,32736
2737,1:?,1:Clap,,0.218,32737
2738,1:?,7:Neutral,,0.449,32738
2739,1:?,10:Upside,,0.899,32739
2740,1:?,4:Explode,,1,32740
2741,1:?,3:Disappoint,,0.241,32741
2742,1:?,9:Think,,0.389,32742
2743,1:?,4:Explode,,1,32743
2744,1:?,10:Upside,,0.376,32744
2745,1:?,1:Clap,,0.814,32745
2746,1:?,10:Upside,,0.722,32746
2747,1:?,10:Upside,,0.763,32747
2748,1:?,10:Upside,,0.259,32748
2749,1:?,1:Clap,,0.252,32749
2750,1:?,2:Cry,,0.241,32750
2751,1:?,2:Cry,,0.349,32751
2752,1:?,4:Explode,,1,32752
2753,1:?,2:Cry,,0.511,32753
2754,1:?,10:Upside,,0.744,32754
2755,1:?,1:Clap,,0.707,32755
2756,1:?,1:Clap,,0.218,32756
2757,1:?,2:Cry,,0.746,32757
2758,1:?,7:Neutral,,0.677,32758
2759,1:?,10:Upside,,0.738,32759
2760,1:?,1:Clap,,0.354,32760
2761,1:?,1:Clap,,0.338,32761
2762,1:?,7:Neutral,,0.308,32762
2763,1:?,1:Clap,,0.524,32763
2764,1:?,2:Cry,,0.257,32764
2765,1:?,2:Cry,,0.409,32765
2766,1:?,2:Cry,,0.649,32766
2767,1:?,7:Neutral,,0.835,32767
2768,1:?,5:FacePalm,,0.386,32768
2769,1:?,10:Upside,,1,32769
2770,1:?,8:Shrug,,0.381,32770
2771,1:?,10:Upside,,0.979,32771
2772,1:?,9:Think,,0.986,32772
2773,1:?,7:Neutral,,0.489,32773
2774,1:?,1:Clap,,0.22,32774
2775,1:?,4:Explode,,0.471,32775
2776,1:?,1:Clap,,0.218,32776
2777,1:?,7:Neutral,,0.417,32777
2778,1:?,4:Explode,,0.998,32778
2779,1:?,10:Upside,,0.408,32779
2780,1:?,1:Clap,,0.218,32780
2781,1:?,9:Think,,0.481,32781
2782,1:?,1:Clap,,0.338,32782
2783,1:?,2:Cry,,0.223,32783
2784,1:?,8:Shrug,,0.733,32784
2785,1:?,10:Upside,,0.783,32785
2786,1:?,9:Think,,0.468,32786
2787,1:?,9:Think,,0.692,32787
2788,1:?,9:Think,,0.996,32788
2789,1:?,8:Shrug,,0.304,32789
2790,1:?,9:Think,,0.315,32790
2791,1:?,6:Hands,,0.556,32791
2792,1:?,2:Cry,,0.213,32792
2793,1:?,6:Hands,,1,32793
2794,1:?,7:Neutral,,0.367,32794
2795,1:?,1:Clap,,0.477,32795
2796,1:?,1:Clap,,0.481,32796
2797,1:?,5:FacePalm,,0.993,32797
2798,1:?,2:Cry,,0.223,32798
2799,1:?,10:Upside,,0.938,32799
2800,1:?,8:Shrug,,0.458,32800
2801,1:?,7:Neutral,,0.725,32801
2802,1:?,3:Disappoint,,0.456,32802
2803,1:?,9:Think,,0.444,32803
2804,1:?,2:Cry,,0.491,32804
2805,1:?,7:Neutral,,0.545,32805
2806,1:?,7:Neutral,,0.459,32806
2807,1:?,9:Think,,0.543,32807
2808,1:?,10:Upside,,0.744,32808
2809,1:?,9:Think,,1,32809
2810,1:?,7:Neutral,,0.475,32810
2811,1:?,1:Clap,,0.186,32811
2812,1:?,9:Think,,0.635,32812
2813,1:?,7:Neutral,,0.338,32813
2814,1:?,7:Neutral,,0.587,32814
2815,1:?,1:Clap,,0.792,32815
2816,1:?,4:Explode,,0.312,32816
2817,1:?,10:Upside,,0.386,32817
2818,1:?,5:FacePalm,,0.999,32818
2819,1:?,1:Clap,,0.394,32819
2820,1:?,7:Neutral,,0.382,32820
2821,1:?,1:Clap,,0.267,32821
2822,1:?,1:Clap,,0.313,32822
2823,1:?,10:Upside,,0.402,32823
2824,1:?,4:Explode,,0.286,32824
2825,1:?,9:Think,,0.89,32825
2826,1:?,9:Think,,0.787,32826
2827,1:?,2:Cry,,0.704,32827
2828,1:?,1:Clap,,0.338,32828
2829,1:?,1:Clap,,0.461,32829
2830,1:?,8:Shrug,,0.38,32830
2831,1:?,9:Think,,0.444,32831
2832,1:?,7:Neutral,,0.322,32832
2833,1:?,9:Think,,0.58,32833
2834,1:?,1:Clap,,0.338,32834
2835,1:?,3:Disappoint,,0.593,32835
2836,1:?,2:Cry,,0.46,32836
2837,1:?,10:Upside,,0.555,32837
2838,1:?,9:Think,,0.753,32838
2839,1:?,5:FacePalm,,0.621,32839
2840,1:?,9:Think,,0.71,32840
2841,1:?,1:Clap,,0.236,32841
2842,1:?,5:FacePalm,,0.722,32842
2843,1:?,1:Clap,,0.872,32843
2844,1:?,8:Shrug,,0.528,32844
2845,1:?,8:Shrug,,0.629,32845
2846,1:?,10:Upside,,0.784,32846
2847,1:?,6:Hands,,1,32847
2848,1:?,5:FacePalm,,0.967,32848
2849,1:?,10:Upside,,0.416,32849
2850,1:?,10:Upside,,0.972,32850
2851,1:?,1:Clap,,0.398,32851
2852,1:?,1:Clap,,0.338,32852
2853,1:?,2:Cry,,0.806,32853
2854,1:?,1:Clap,,0.255,32854
2855,1:?,1:Clap,,0.338,32855
2856,1:?,2:Cry,,0.501,32856
2857,1:?,7:Neutral,,0.369,32857
2858,1:?,1:Clap,,0.218,32858
2859,1:?,4:Explode,,1,32859
2860,1:?,8:Shrug,,0.999,32860
2861,1:?,9:Think,,0.731,32861
2862,1:?,10:Upside,,0.183,32862
2863,1:?,6:Hands,,0.377,32863
2864,1:?,7:Neutral,,0.85,32864
2865,1:?,1:Clap,,0.338,32865
2866,1:?,10:Upside,,0.31,32866
2867,1:?,2:Cry,,0.344,32867
2868,1:?,9:Think,,0.375,32868
2869,1:?,9:Think,,1,32869
2870,1:?,9:Think,,0.473,32870
2871,1:?,9:Think,,1,32871
2872,1:?,1:Clap,,0.337,32872
2873,1:?,1:Clap,,0.218,32873
2874,1:?,9:Think,,0.994,32874
2875,1:?,7:Neutral,,0.235,32875
2876,1:?,1:Clap,,0.218,32876
2877,1:?,5:FacePalm,,0.617,32877
2878,1:?,4:Explode,,0.286,32878
2879,1:?,2:Cry,,0.985,32879
2880,1:?,10:Upside,,0.364,32880
2881,1:?,1:Clap,,0.218,32881
2882,1:?,8:Shrug,,0.33,32882
2883,1:?,7:Neutral,,0.25,32883
2884,1:?,10:Upside,,0.307,32884
2885,1:?,3:Disappoint,,0.252,32885
2886,1:?,4:Explode,,0.999,32886
2887,1:?,9:Think,,0.893,32887
2888,1:?,10:Upside,,0.266,32888
2889,1:?,6:Hands,,0.644,32889
